pdist	gdist	derEHH	ancEHH	EHH
-1968836	-1.490711	0.000000	0.000000	0.000000
-1968291	-1.490196	0.000000	0.000000	0.000000
-1967701	-1.489636	0.000000	0.000000	0.000000
-1967515	-1.489472	0.000000	0.000000	0.000000
-1967144	-1.489158	0.000000	0.000000	0.000000
-1966990	-1.489027	0.000000	0.000000	0.000000
-1966951	-1.488979	0.000000	0.000000	0.000000
-1966913	-1.488932	0.000000	0.000000	0.000000
-1966884	-1.488865	0.000000	0.000000	0.000000
-1966713	-1.488471	0.000000	0.000000	0.000000
-1966700	-1.488441	0.000000	0.000000	0.000000
-1965987	-1.477244	0.000000	0.000000	0.000000
-1965784	-1.474026	0.000000	0.000000	0.000000
-1965453	-1.468778	0.000000	0.000000	0.000000
-1964556	-1.454557	0.000000	0.000000	0.000000
-1964433	-1.452608	0.000000	0.000000	0.000000
-1964343	-1.451182	0.000000	0.000000	0.000000
-1964303	-1.450548	0.000000	0.000000	0.000000
-1963858	-1.443498	0.000000	0.000000	0.000000
-1963536	-1.438396	0.000000	0.000000	0.000000
-1963432	-1.436748	0.000000	0.000000	0.000000
-1963419	-1.436542	0.000000	0.000000	0.000000
-1963307	-1.434768	0.000000	0.000000	0.000000
-1963167	-1.433617	0.000000	0.000000	0.000000
-1963114	-1.433344	0.000000	0.000000	0.000000
-1963052	-1.433024	0.000000	0.000000	0.000000
-1961987	-1.427537	0.000000	0.000000	0.000000
-1961979	-1.427496	0.000000	0.000000	0.000000
-1961833	-1.426744	0.000000	0.000000	0.000000
-1961459	-1.426602	0.000000	0.000000	0.000000
-1959899	-1.426008	0.000000	0.000000	0.000000
-1959657	-1.425915	0.000000	0.000000	0.000000
-1959643	-1.425910	0.000000	0.000000	0.000000
-1958532	-1.425506	0.000000	0.000000	0.000000
-1958516	-1.425500	0.000000	0.000000	0.000000
-1958359	-1.425429	0.000000	0.000000	0.000000
-1957894	-1.425231	0.000000	0.000000	0.000000
-1957707	-1.425151	0.000000	0.000000	0.000000
-1957607	-1.425109	0.000000	0.000000	0.000000
-1957426	-1.425032	0.000000	0.000000	0.000000
-1957047	-1.424915	0.000000	0.000000	0.000000
-1956789	-1.424836	0.000000	0.000000	0.000000
-1956687	-1.424810	0.000000	0.000000	0.000000
-1956291	-1.424707	0.000000	0.000000	0.000000
-1955217	-1.424430	0.000000	0.000000	0.000000
-1955213	-1.424429	0.000000	0.000000	0.000000
-1954461	-1.424235	0.000000	0.000000	0.000000
-1954002	-1.424116	0.000000	0.000000	0.000000
-1953961	-1.424105	0.000000	0.000000	0.000000
-1953884	-1.424085	0.000000	0.000000	0.000000
-1953852	-1.424077	0.000000	0.000000	0.000000
-1953772	-1.424056	0.000000	0.000000	0.000000
-1953652	-1.424025	0.000000	0.000000	0.000000
-1953505	-1.423987	0.000000	0.000000	0.000000
-1953447	-1.423972	0.000000	0.000000	0.000000
-1953031	-1.423865	0.000000	0.000000	0.000000
-1952535	-1.423736	0.000000	0.000000	0.000000
-1951499	-1.423468	0.000000	0.000000	0.000000
-1951477	-1.423462	0.000000	0.000000	0.000000
-1951408	-1.423444	0.000000	0.000000	0.000000
-1951181	-1.423385	0.000000	0.000000	0.000000
-1950912	-1.423315	0.000000	0.000000	0.000000
-1950477	-1.423202	0.000000	0.000000	0.000000
-1949167	-1.422854	0.000000	0.000000	0.000000
-1948560	-1.422630	0.000000	0.000000	0.000000
-1947401	-1.422207	0.000000	0.000000	0.000000
-1946328	-1.421814	0.000000	0.000000	0.000000
-1945863	-1.421723	0.000000	0.000000	0.000000
-1945418	-1.421636	0.000000	0.000000	0.000000
-1945030	-1.421561	0.000000	0.000000	0.000000
-1944672	-1.421491	0.000000	0.000000	0.000000
-1944489	-1.421455	0.000000	0.000000	0.000000
-1944158	-1.421410	0.000000	0.000000	0.000000
-1944016	-1.421391	0.000000	0.000000	0.000000
-1943955	-1.421383	0.000000	0.000000	0.000000
-1942027	-1.421240	0.000000	0.000000	0.000000
-1941852	-1.421228	0.000000	0.000000	0.000000
-1941767	-1.421222	0.000000	0.000000	0.000000
-1934476	-1.420717	0.000000	0.000000	0.000000
-1933674	-1.420662	0.000000	0.000000	0.000000
-1933424	-1.420644	0.000000	0.000000	0.000000
-1933296	-1.420636	0.000000	0.000000	0.000000
-1933244	-1.420632	0.000000	0.000000	0.000000
-1933129	-1.420624	0.000000	0.000000	0.000000
-1932786	-1.420619	0.000000	0.000000	0.000000
-1932580	-1.420615	0.000000	0.000000	0.000000
-1932181	-1.420609	0.000000	0.000000	0.000000
-1931670	-1.420579	0.000000	0.000000	0.000000
-1931578	-1.420573	0.000000	0.000000	0.000000
-1930633	-1.420287	0.000000	0.000000	0.000000
-1929849	-1.420050	0.000000	0.000000	0.000000
-1929745	-1.420025	0.000000	0.000000	0.000000
-1928217	-1.419818	0.000000	0.000000	0.000000
-1928089	-1.419811	0.000000	0.000000	0.000000
-1927679	-1.419790	0.000000	0.000000	0.000000
-1927301	-1.419774	0.000000	0.000000	0.000000
-1927234	-1.419771	0.000000	0.000000	0.000000
-1927201	-1.419769	0.000000	0.000000	0.000000
-1926879	-1.419754	0.000000	0.000000	0.000000
-1926714	-1.419742	0.000000	0.000000	0.000000
-1925684	-1.419622	0.000000	0.000000	0.000000
-1925261	-1.419573	0.000000	0.000000	0.000000
-1925254	-1.419572	0.000000	0.000000	0.000000
-1925185	-1.419564	0.000000	0.000000	0.000000
-1925141	-1.419559	0.000000	0.000000	0.000000
-1924350	-1.419384	0.000000	0.000000	0.000000
-1924096	-1.419328	0.000000	0.000000	0.000000
-1923501	-1.419196	0.000000	0.000000	0.000000
-1922715	-1.419022	0.000000	0.000000	0.000000
-1922438	-1.418998	0.000000	0.000000	0.000000
-1922412	-1.418996	0.000000	0.000000	0.000000
-1921968	-1.418978	0.000000	0.000000	0.000000
-1921437	-1.418958	0.000000	0.000000	0.000000
-1921378	-1.418956	0.000000	0.000000	0.000000
-1920937	-1.418940	0.000000	0.000000	0.000000
-1920864	-1.418938	0.000000	0.000000	0.000000
-1919983	-1.418908	0.000000	0.000000	0.000000
-1919929	-1.418906	0.000000	0.000000	0.000000
-1919420	-1.418889	0.000000	0.000000	0.000000
-1918716	-1.418866	0.000000	0.000000	0.000000
-1918568	-1.418861	0.000000	0.000000	0.000000
-1918438	-1.418857	0.000000	0.000000	0.000000
-1918357	-1.418855	0.000000	0.000000	0.000000
-1918307	-1.418853	0.000000	0.000000	0.000000
-1917202	-1.418819	0.000000	0.000000	0.000000
-1917107	-1.418816	0.000000	0.000000	0.000000
-1916182	-1.418786	0.000000	0.000000	0.000000
-1915958	-1.418709	0.000000	0.000000	0.000000
-1915285	-1.418478	0.000000	0.000000	0.000000
-1914895	-1.418344	0.000000	0.000000	0.000000
-1914745	-1.418316	0.000000	0.000000	0.000000
-1913609	-1.418224	0.000000	0.000000	0.000000
-1913579	-1.418222	0.000000	0.000000	0.000000
-1913077	-1.418072	0.000000	0.000000	0.000000
-1912256	-1.417148	0.000000	0.000000	0.000000
-1912253	-1.417147	0.000000	0.000000	0.000000
-1911838	-1.417031	0.000000	0.000000	0.000000
-1911779	-1.417015	0.000000	0.000000	0.000000
-1911710	-1.416995	0.000000	0.000000	0.000000
-1910566	-1.416675	0.000000	0.000000	0.000000
-1910432	-1.416648	0.000000	0.000000	0.000000
-1910313	-1.416634	0.000000	0.000000	0.000000
-1910090	-1.416628	0.000000	0.000000	0.000000
-1909354	-1.416610	0.000000	0.000000	0.000000
-1908763	-1.416596	0.000000	0.000000	0.000000
-1908319	-1.416586	0.000000	0.000000	0.000000
-1908256	-1.416584	0.000000	0.000000	0.000000
-1907473	-1.416566	0.000000	0.000000	0.000000
-1906888	-1.416552	0.000000	0.000000	0.000000
-1906574	-1.416545	0.000000	0.000000	0.000000
-1906248	-1.416509	0.000000	0.000000	0.000000
-1905443	-1.415810	0.000000	0.000000	0.000000
-1905300	-1.415686	0.000000	0.000000	0.000000
-1904625	-1.415314	0.000000	0.000000	0.000000
-1904317	-1.415144	0.000000	0.000000	0.000000
-1903152	-1.414728	0.000000	0.000000	0.000000
-1902919	-1.414638	0.000000	0.000000	0.000000
-1902887	-1.414626	0.000000	0.000000	0.000000
-1902876	-1.414619	0.000000	0.000000	0.000000
-1902729	-1.414479	0.000000	0.000000	0.000000
-1902513	-1.414230	0.000000	0.000000	0.000000
-1902314	-1.414001	0.000000	0.000000	0.000000
-1902077	-1.413729	0.000000	0.000000	0.000000
-1901544	-1.412871	0.000000	0.000000	0.000000
-1900156	-1.409982	0.000000	0.000000	0.000000
-1899936	-1.409646	0.000000	0.000000	0.000000
-1898833	-1.409146	0.000000	0.000000	0.000000
-1898486	-1.408989	0.000000	0.000000	0.000000
-1898285	-1.408899	0.000000	0.000000	0.000000
-1898058	-1.408793	0.000000	0.000000	0.000000
-1897720	-1.408632	0.000000	0.000000	0.000000
-1897022	-1.408318	0.000000	0.000000	0.000000
-1895707	-1.407779	0.000000	0.000000	0.000000
-1895633	-1.407744	0.000000	0.000000	0.000000
-1895622	-1.407739	0.000000	0.000000	0.000000
-1895438	-1.407632	0.000000	0.000000	0.000000
-1895276	-1.407423	0.000000	0.000000	0.000000
-1895248	-1.407408	0.000000	0.000000	0.000000
-1895030	-1.407292	0.000000	0.000000	0.000000
-1894917	-1.407232	0.000000	0.000000	0.000000
-1894846	-1.407196	0.000000	0.000000	0.000000
-1894593	-1.407067	0.000000	0.000000	0.000000
-1894531	-1.407035	0.000000	0.000000	0.000000
-1894252	-1.406893	0.000000	0.000000	0.000000
-1894005	-1.406767	0.000000	0.000000	0.000000
-1893108	-1.406382	0.000000	0.000000	0.000000
-1892918	-1.406303	0.000000	0.000000	0.000000
-1892492	-1.406124	0.000000	0.000000	0.000000
-1892181	-1.405983	0.000000	0.000000	0.000000
-1892032	-1.405816	0.000000	0.000000	0.000000
-1891861	-1.405577	0.000000	0.000000	0.000000
-1891738	-1.405420	0.000000	0.000000	0.000000
-1891700	-1.405390	0.000000	0.000000	0.000000
-1891659	-1.405370	0.000000	0.000000	0.000000
-1891532	-1.405309	0.000000	0.000000	0.000000
-1891450	-1.405267	0.000000	0.000000	0.000000
-1891187	-1.405116	0.000000	0.000000	0.000000
-1890753	-1.404876	0.000000	0.000000	0.000000
-1890658	-1.404823	0.000000	0.000000	0.000000
-1890499	-1.404736	0.000000	0.000000	0.000000
-1890198	-1.404569	0.000000	0.000000	0.000000
-1889656	-1.404365	0.000000	0.000000	0.000000
-1888719	-1.404023	0.000000	0.000000	0.000000
-1888506	-1.403946	0.000000	0.000000	0.000000
-1888372	-1.403898	0.000000	0.000000	0.000000
-1888199	-1.403836	0.000000	0.000000	0.000000
-1887364	-1.403538	0.000000	0.000000	0.000000
-1887356	-1.403535	0.000000	0.000000	0.000000
-1886939	-1.403386	0.000000	0.000000	0.000000
-1886764	-1.403321	0.000000	0.000000	0.000000
-1886542	-1.403238	0.000000	0.000000	0.000000
-1886020	-1.403036	0.000000	0.000000	0.000000
-1886006	-1.403026	0.000000	0.000000	0.000000
-1885721	-1.402739	0.000000	0.000000	0.000000
-1885661	-1.402678	0.000000	0.000000	0.000000
-1885549	-1.402571	0.000000	0.000000	0.000000
-1885396	-1.402427	0.000000	0.000000	0.000000
-1884427	-1.401551	0.000000	0.000000	0.000000
-1884084	-1.401264	0.000000	0.000000	0.000000
-1883087	-1.400558	0.000000	0.000000	0.000000
-1882897	-1.400178	0.000000	0.000000	0.000000
-1881794	-1.397484	0.000000	0.000000	0.000000
-1881211	-1.352284	0.000000	0.000000	0.000000
-1880985	-1.334762	0.000000	0.000000	0.000000
-1880823	-1.322202	0.000000	0.000000	0.000000
-1880794	-1.319953	0.000000	0.000000	0.000000
-1880511	-1.298012	0.000000	0.000000	0.000000
-1880093	-1.272797	0.000000	0.000000	0.000000
-1880092	-1.272737	0.000000	0.000000	0.000000
-1879986	-1.266342	0.000000	0.000000	0.000000
-1879604	-1.243299	0.000000	0.000000	0.000000
-1879441	-1.243113	0.000000	0.000000	0.000000
-1879287	-1.242935	0.000000	0.000000	0.000000
-1878952	-1.242549	0.000000	0.000000	0.000000
-1878077	-1.241563	0.000000	0.000000	0.000000
-1877741	-1.241198	0.000000	0.000000	0.000000
-1877593	-1.241037	0.000000	0.000000	0.000000
-1877527	-1.240985	0.000000	0.000000	0.000000
-1877413	-1.240914	0.000000	0.000000	0.000000
-1877394	-1.240904	0.000000	0.000000	0.000000
-1877390	-1.240902	0.000000	0.000000	0.000000
-1876956	-1.240700	0.000000	0.000000	0.000000
-1876593	-1.240556	0.000000	0.000000	0.000000
-1875804	-1.240242	0.000000	0.000000	0.000000
-1875576	-1.240152	0.000000	0.000000	0.000000
-1875209	-1.240006	0.000000	0.000000	0.000000
-1875200	-1.240002	0.000000	0.000000	0.000000
-1874735	-1.239817	0.000000	0.000000	0.000000
-1874162	-1.239589	0.000000	0.000000	0.000000
-1874126	-1.239574	0.000000	0.000000	0.000000
-1873588	-1.239352	0.000000	0.000000	0.000000
-1873519	-1.239324	0.000000	0.000000	0.000000
-1872312	-1.238827	0.000000	0.000000	0.000000
-1872284	-1.238816	0.000000	0.000000	0.000000
-1871808	-1.238625	0.000000	0.000000	0.000000
-1871351	-1.238448	0.000000	0.000000	0.000000
-1870984	-1.238317	0.000000	0.000000	0.000000
-1870688	-1.238219	0.000000	0.000000	0.000000
-1870539	-1.238169	0.000000	0.000000	0.000000
-1870241	-1.238070	0.000000	0.000000	0.000000
-1870040	-1.238005	0.000000	0.000000	0.000000
-1868475	-1.237510	0.000000	0.000000	0.000000
-1867916	-1.237334	0.000000	0.000000	0.000000
-1866991	-1.237043	0.000000	0.000000	0.000000
-1866868	-1.237012	0.000000	0.000000	0.000000
-1864099	-1.236314	0.000000	0.000000	0.000000
-1862950	-1.236079	0.000000	0.000000	0.000000
-1862705	-1.236033	0.000000	0.000000	0.000000
-1862704	-1.236032	0.000000	0.000000	0.000000
-1862448	-1.235984	0.000000	0.000000	0.000000
-1861021	-1.235713	0.000000	0.000000	0.000000
-1860721	-1.235656	0.000000	0.000000	0.000000
-1860069	-1.235532	0.000000	0.000000	0.000000
-1857352	-1.235027	0.000000	0.000000	0.000000
-1857301	-1.235020	0.000000	0.000000	0.000000
-1856717	-1.234981	0.000000	0.000000	0.000000
-1855596	-1.234906	0.000000	0.000000	0.000000
-1854290	-1.234829	0.000000	0.000000	0.000000
-1853812	-1.234801	0.000000	0.000000	0.000000
-1852610	-1.234730	0.000000	0.000000	0.000000
-1843897	-1.229848	0.000000	0.000000	0.000000
-1843786	-1.229752	0.000000	0.000000	0.000000
-1842783	-1.228873	0.000000	0.000000	0.000000
-1841819	-1.228009	0.000000	0.000000	0.000000
-1841355	-1.227596	0.000000	0.000000	0.000000
-1841320	-1.227566	0.000000	0.000000	0.000000
-1840945	-1.227242	0.000000	0.000000	0.000000
-1840590	-1.226987	0.000000	0.000000	0.000000
-1839935	-1.226536	0.000000	0.000000	0.000000
-1839744	-1.226491	0.000000	0.000000	0.000000
-1839278	-1.226380	0.000000	0.000000	0.000000
-1838893	-1.226288	0.000000	0.000000	0.000000
-1838853	-1.226279	0.000000	0.000000	0.000000
-1838318	-1.226151	0.000000	0.000000	0.000000
-1838201	-1.226123	0.000000	0.000000	0.000000
-1838141	-1.226109	0.000000	0.000000	0.000000
-1837023	-1.225843	0.000000	0.000000	0.000000
-1836616	-1.225746	0.000000	0.000000	0.000000
-1836465	-1.225710	0.000000	0.000000	0.000000
-1836288	-1.225668	0.000000	0.000000	0.000000
-1835815	-1.225555	0.000000	0.000000	0.000000
-1835682	-1.225523	0.000000	0.000000	0.000000
-1834832	-1.225322	0.000000	0.000000	0.000000
-1834753	-1.225303	0.000000	0.000000	0.000000
-1833996	-1.225123	0.000000	0.000000	0.000000
-1833469	-1.224997	0.000000	0.000000	0.000000
-1833308	-1.224959	0.000000	0.000000	0.000000
-1833123	-1.224915	0.000000	0.000000	0.000000
-1832734	-1.224822	0.000000	0.000000	0.000000
-1832697	-1.224813	0.000000	0.000000	0.000000
-1832619	-1.224794	0.000000	0.000000	0.000000
-1832596	-1.224789	0.000000	0.000000	0.000000
-1832390	-1.224740	0.000000	0.000000	0.000000
-1831107	-1.224432	0.000000	0.000000	0.000000
-1830617	-1.224315	0.000000	0.000000	0.000000
-1830522	-1.224293	0.000000	0.000000	0.000000
-1830249	-1.224228	0.000000	0.000000	0.000000
-1829846	-1.224133	0.000000	0.000000	0.000000
-1829353	-1.224016	0.000000	0.000000	0.000000
-1828731	-1.223869	0.000000	0.000000	0.000000
-1828459	-1.223805	0.000000	0.000000	0.000000
-1828401	-1.223791	0.000000	0.000000	0.000000
-1826872	-1.223430	0.000000	0.000000	0.000000
-1825507	-1.223106	0.000000	0.000000	0.000000
-1825257	-1.223047	0.000000	0.000000	0.000000
-1824871	-1.222955	0.000000	0.000000	0.000000
-1824735	-1.222923	0.000000	0.000000	0.000000
-1824307	-1.222821	0.000000	0.000000	0.000000
-1823297	-1.222566	0.000000	0.000000	0.000000
-1823145	-1.222510	0.000000	0.000000	0.000000
-1823138	-1.222508	0.000000	0.000000	0.000000
-1823061	-1.222479	0.000000	0.000000	0.000000
-1822163	-1.222051	0.000000	0.000000	0.000000
-1821879	-1.221908	0.000000	0.000000	0.000000
-1821521	-1.221684	0.000000	0.000000	0.000000
-1820975	-1.221245	0.000000	0.000000	0.000000
-1820616	-1.220828	0.000000	0.000000	0.000000
-1820572	-1.220783	0.000000	0.000000	0.000000
-1820543	-1.220754	0.000000	0.000000	0.000000
-1820212	-1.220416	0.000000	0.000000	0.000000
-1819943	-1.220159	0.000000	0.000000	0.000000
-1819728	-1.220001	0.000000	0.000000	0.000000
-1818944	-1.219423	0.000000	0.000000	0.000000
-1818466	-1.219014	0.000000	0.000000	0.000000
-1818376	-1.218934	0.000000	0.000000	0.000000
-1817629	-1.218142	0.000000	0.000000	0.000000
-1817478	-1.217954	0.000000	0.000000	0.000000
-1816929	-1.217094	0.000000	0.000000	0.000000
-1816822	-1.216893	0.000000	0.000000	0.000000
-1816757	-1.216764	0.000000	0.000000	0.000000
-1816636	-1.216507	0.000000	0.000000	0.000000
-1816433	-1.216075	0.000000	0.000000	0.000000
-1816121	-1.215210	0.000000	0.000000	0.000000
-1816047	-1.215030	0.000000	0.000000	0.000000
-1815781	-1.214405	0.000000	0.000000	0.000000
-1815378	-1.214223	0.000000	0.000000	0.000000
-1815271	-1.214175	0.000000	0.000000	0.000000
-1815221	-1.214152	0.000000	0.000000	0.000000
-1815081	-1.214089	0.000000	0.000000	0.000000
-1815080	-1.214089	0.000000	0.000000	0.000000
-1815030	-1.214066	0.000000	0.000000	0.000000
-1814863	-1.213991	0.000000	0.000000	0.000000
-1814754	-1.213942	0.000000	0.000000	0.000000
-1814396	-1.213780	0.000000	0.000000	0.000000
-1814277	-1.213749	0.000000	0.000000	0.000000
-1814229	-1.213736	0.000000	0.000000	0.000000
-1814164	-1.213719	0.000000	0.000000	0.000000
-1814026	-1.213683	0.000000	0.000000	0.000000
-1813953	-1.213664	0.000000	0.000000	0.000000
-1813731	-1.213606	0.000000	0.000000	0.000000
-1813658	-1.213587	0.000000	0.000000	0.000000
-1813639	-1.213582	0.000000	0.000000	0.000000
-1813377	-1.213513	0.000000	0.000000	0.000000
-1813267	-1.213484	0.000000	0.000000	0.000000
-1812905	-1.213389	0.000000	0.000000	0.000000
-1812572	-1.213308	0.000000	0.000000	0.000000
-1811440	-1.213039	0.000000	0.000000	0.000000
-1810692	-1.212862	0.000000	0.000000	0.000000
-1810690	-1.212862	0.000000	0.000000	0.000000
-1809211	-1.212512	0.000000	0.000000	0.000000
-1808907	-1.212440	0.000000	0.000000	0.000000
-1808724	-1.212397	0.000000	0.000000	0.000000
-1808592	-1.212366	0.000000	0.000000	0.000000
-1807899	-1.212202	0.000000	0.000000	0.000000
-1807866	-1.212194	0.000000	0.000000	0.000000
-1807423	-1.212089	0.000000	0.000000	0.000000
-1807316	-1.212063	0.000000	0.000000	0.000000
-1807120	-1.212017	0.000000	0.000000	0.000000
-1806481	-1.211865	0.000000	0.000000	0.000000
-1806413	-1.211849	0.000000	0.000000	0.000000
-1805891	-1.211725	0.000000	0.000000	0.000000
-1805518	-1.211637	0.000000	0.000000	0.000000
-1804904	-1.211491	0.000000	0.000000	0.000000
-1804714	-1.211446	0.000000	0.000000	0.000000
-1803336	-1.211119	0.000000	0.000000	0.000000
-1802795	-1.210991	0.000000	0.000000	0.000000
-1802747	-1.210980	0.000000	0.000000	0.000000
-1802705	-1.210970	0.000000	0.000000	0.000000
-1802626	-1.210951	0.000000	0.000000	0.000000
-1801829	-1.210762	0.000000	0.000000	0.000000
-1801250	-1.210575	0.000000	0.000000	0.000000
-1801249	-1.210575	0.000000	0.000000	0.000000
-1801019	-1.210501	0.000000	0.000000	0.000000
-1800937	-1.210474	0.000000	0.000000	0.000000
-1799898	-1.210139	0.000000	0.000000	0.000000
-1799857	-1.210126	0.000000	0.000000	0.000000
-1799148	-1.209866	0.000000	0.000000	0.000000
-1798797	-1.209720	0.000000	0.000000	0.000000
-1798403	-1.209547	0.000000	0.000000	0.000000
-1798309	-1.209506	0.000000	0.000000	0.000000
-1798136	-1.209368	0.000000	0.000000	0.000000
-1797782	-1.209085	0.000000	0.000000	0.000000
-1797750	-1.209059	0.000000	0.000000	0.000000
-1797636	-1.208967	0.000000	0.000000	0.000000
-1797579	-1.208921	0.000000	0.000000	0.000000
-1797295	-1.208752	0.000000	0.000000	0.000000
-1797004	-1.208580	0.000000	0.000000	0.000000
-1796674	-1.208384	0.000000	0.000000	0.000000
-1796280	-1.208150	0.000000	0.000000	0.000000
-1794866	-1.207313	0.000000	0.000000	0.000000
-1793947	-1.206780	0.000000	0.000000	0.000000
-1791728	-1.201110	0.000000	0.000000	0.000000
-1790750	-1.200952	0.000000	0.000000	0.000000
-1790695	-1.200945	0.000000	0.000000	0.000000
-1790364	-1.200903	0.000000	0.000000	0.000000
-1789517	-1.200795	0.000000	0.000000	0.000000
-1789464	-1.200788	0.000000	0.000000	0.000000
-1789269	-1.200764	0.000000	0.000000	0.000000
-1788527	-1.200670	0.000000	0.000000	0.000000
-1788338	-1.200646	0.000000	0.000000	0.000000
-1788267	-1.200637	0.000000	0.000000	0.000000
-1788242	-1.200633	0.000000	0.000000	0.000000
-1787967	-1.200598	0.000000	0.000000	0.000000
-1786025	-1.200352	0.000000	0.000000	0.000000
-1785744	-1.200316	0.000000	0.000000	0.000000
-1785718	-1.200313	0.000000	0.000000	0.000000
-1785704	-1.200311	0.000000	0.000000	0.000000
-1785611	-1.200300	0.000000	0.000000	0.000000
-1785599	-1.200298	0.000000	0.000000	0.000000
-1785177	-1.200244	0.000000	0.000000	0.000000
-1785084	-1.200233	0.000000	0.000000	0.000000
-1783164	-1.199989	0.000000	0.000000	0.000000
-1782977	-1.199965	0.000000	0.000000	0.000000
-1782645	-1.199922	0.000000	0.000000	0.000000
-1782346	-1.199882	0.000000	0.000000	0.000000
-1781838	-1.199815	0.000000	0.000000	0.000000
-1778289	-1.195318	0.000000	0.000000	0.000000
-1777957	-1.194673	0.000000	0.000000	0.000000
-1777932	-1.194603	0.000000	0.000000	0.000000
-1777891	-1.194433	0.000000	0.000000	0.000000
-1777534	-1.192954	0.000000	0.000000	0.000000
-1777533	-1.192950	0.000000	0.000000	0.000000
-1776529	-1.188577	0.000000	0.000000	0.000000
-1776494	-1.188424	0.000000	0.000000	0.000000
-1776350	-1.187785	0.000000	0.000000	0.000000
-1776054	-1.186432	0.000000	0.000000	0.000000
-1775401	-1.183418	0.000000	0.000000	0.000000
-1774781	-1.180426	0.000000	0.000000	0.000000
-1770672	-1.159547	0.000000	0.000000	0.000000
-1769113	-1.155268	0.000000	0.000000	0.000000
-1768728	-1.154270	0.000000	0.000000	0.000000
-1767685	-1.151577	0.000000	0.000000	0.000000
-1767650	-1.151529	0.000000	0.000000	0.000000
-1767100	-1.151152	0.000000	0.000000	0.000000
-1766513	-1.150753	0.000000	0.000000	0.000000
-1766345	-1.150635	0.000000	0.000000	0.000000
-1766212	-1.150549	0.000000	0.000000	0.000000
-1765358	-1.149993	0.000000	0.000000	0.000000
-1764524	-1.149451	0.000000	0.000000	0.000000
